id,date,date_added,title,type,link,language,author,keywords,description,other,image,selected_collection
250,2020-08-04,,Big Debt Crises,book,https://www.amazon.com/Big-Debt-Crises-Ray-Dalio/dp/057856565X,en,Ray Dalio,"economics, politics, history","As he explained in his #1 New York Times Bestseller, Principles: Life & Work, Dalio believes that most everything happens over and over again through time so that by studying their patterns one can understand the cause-effect relationships behind them and develop principles for dealing with them well. In this 3-part research series, he does that for big debt crises and shares his template in the hopes reducing the chances of big debt crises happening and helping them be better managed in the future.",,,
251,2016-06-21,,The Vital Question,book,https://www.amazon.com/Vital-Question-Evolution-Origins-Complex/dp/0393352978,en,Nick Lane,"science, nature","The Earth teems with life: in its oceans, forests, skies and cities. Yet there�s a black hole at the heart of biology. We do not know why complex life is the way it is, or, for that matter, how life first began. In The Vital Question, award-winning author and biochemist Nick Lane radically reframes evolutionary history, putting forward a solution to conundrums that have puzzled generations of scientists. For two and a half billion years, from the very origins of life, single-celled organisms such as bacteria evolved without changing their basic form. Then, on just one occasion in four billion years, they made the jump to complexity. All complex life, from mushrooms to man, shares puzzling features, such as sex, which are unknown in bacteria. How and why did this radical transformation happen? The answer, Lane argues, lies in energy: all life on Earth lives off a voltage with the strength of a lightning bolt. Building on the pillars of evolutionary theory, Lane�s hypothesis draws on cutting-edge research into the link between energy and cell biology, in order to deliver a compelling account of evolution from the very origins of life to the emergence of multicellular organisms, while offering deep insights into our own lives and deaths. Both rigorous and enchanting, The Vital Question provides a solution to life�s vital question: why are we as we are, and indeed, why are we here at all?",,,
252,1998-05-01,,The Gospel of Wealth,book,https://www.amazon.com/Gospel-Wealth-Little-Books-Wisdom/dp/1557094713,en,Andrew Carnegie,"money, investing",This classic breakthrough essay by Andrew Carnegie about the responsibilities of those of great means to use their wealth for the good of society first appeared in the North American Review in 1898.,,,
253,,,Bitcoin: Hard Money You Can't F*ck With,book,https://www.amazon.com/Bitcoin-bitcoin-global-reserve-currency/dp/1838318402,en,Jason A. Williams,"money, investing","Bitcoin is hard money you can�t f*ck with. No-one controls it. No governments, no companies, no central banks, no money printing. It�s a revolution as big as the internet. And it�s never been hacked. Entrepreneur and investor Jason A. Williams is the first author to put bitcoin in context of the 2020 crisis - a year of financial disaster and unprecedented money creation (money printer go brrr!) Not only was bitcoin the best-performing asset on the planet in 2020, it quietly established itself as the next global reserve currency as central banks around the world desperately printed their money into oblivion. Hard Money You Can�t F*ck With explains bitcoin in simple, readable terms and maps out how this �magic internet money� will grow into the best form of money we�ve ever had.",,,
254,2017-03-07,,The Brain,book,https://www.amazon.com/Brain-Story-You-David-Eagleman/dp/0525433449,en,David Eagleman,psychology,"Locked in the silence and darkness of your skull, your brain fashions the rich narratives of your reality and your identity. Join renowned neuroscientist David Eagleman for a journey into the questions at the mysterious heart of our existence. What is reality? Who are �you�? How do you make decisions? Why does your brain need other people? How is technology poised to change what it means to be human? In the course of his investigations, Eagleman guides us through the world of extreme sports, criminal justice, facial expressions, genocide, brain surgery, gut feelings, robotics, and the search for immortality. Strap in for a whistle-stop tour into the inner cosmos. In the infinitely dense tangle of billions of brain cells and their trillions of connections, something emerges that you might not have expected to see in there: you. This is the story of how your life shapes your brain, and how your brain shapes your life.",,,
255,1987-04-02,,The Magic of Thinking Big,book,https://www.amazon.com/Magic-Thinking-Big-David-Schwartz/dp/0671646788,en,David Schwartz,psychology,"Millions of people throughout the world have improved their lives using The Magic of Thinking Big. Dr. David J. Schwartz, long regarded as one of the foremost experts on motivation, will help you sell better, manage better, earn more money, and�most important of all�find greater happiness and peace of mind.",,,
256,,,The Price of Tomorrow,book,https://www.amazon.com/Price-Tomorrow-Deflation-Abundant-Future/dp/1999257405,en,Jeff Booth,"history, technology","We live in an extraordinary time. Technological advances are happening at a rate faster than our ability to understand them, and in a world that moves faster than we can imagine, we cannot afford to stand still. These advances bring efficiency and abundance--and they are profoundly deflationary. Our economic systems were built for a pre-technology era when labour and capital were inextricably linked, an era that counted on growth and inflation, an era where we made money from inefficiency. That era is over, but we keep on pretending that those economic systems still work. The only thing driving growth in the world today is easy credit, which is being created at a pace that is hard to comprehend--and with it, debt that we will never be able to pay back. As we try to artificially drive an economic system built for the past, we are creating more than just economic trouble.",,,
257,,,The Book of Satoshi,book,https://www.amazon.com/Book-Satoshi-Collected-Writings-Nakamoto/dp/0996061312,en,Phil Champagne,"history, technology, money, investing","Like the currency he created, the identity of Bitcoin�s creator Satoshi Nakamoto is virtual, existing only online. The Nakamoto persona, which may represent an individual or a group, exists only in the online publications that introduced and explained Bitcoin during its earliest days. Here, collected and professionally published for the first time are the essential writings that detail Bitcoin�s creation.",,,
258,2004-08-17,,Cloud Atlas,book,https://www.amazon.com/Cloud-Atlas-Novel-David-Mitchell/dp/0375507256,en,David Mitchell,fiction,"A reluctant voyager crossing the Pacific in 1850; a disinherited composer blagging a precarious livelihood in between-the-wars Belgium; a high-minded journalist in Governor Reagan�s California; a vanity publisher fleeing his gangland creditors; a genetically modified �dinery server� on death-row; and Zachry, a young Pacific Islander witnessing the nightfall of science and civilisation � the narrators of Cloud Atlas hear each other�s echoes down the corridor of history, and their destinies are changed in ways great and small. In his captivating third novel, David Mitchell erases the boundaries of language, genre and time to offer a meditation on humanity�s dangerous will to power, and where it may lead us.",,,
259,,,Billion Dollar Whale,book,https://www.amazon.com/Billion-Dollar-Whale-Bradley-Wright/dp/0316453471,en,Tom Wright,"money, investing","n 2009, a chubby, mild-mannered graduate of the University of Pennsylvania's Wharton School of Business named Jho Low set in motion a fraud of unprecedented gall and magnitude--one that would come to symbolize the next great threat to the global financial system. Over a decade, Low, with the aid of Goldman Sachs and others, siphoned billions of dollars from an investment fund--right under the nose of global financial industry watchdogs. Low used the money to finance elections, purchase luxury real estate, throw champagne-drenched parties, and even to finance Hollywood films like The Wolf of Wall Street. By early 2019, with his yacht and private jet reportedly seized by authorities and facing criminal charges in Malaysia and in the United States, Low had become an international fugitive, even as the U.S. Department of Justice continued its investigation.",,,
260,2000-07-01,,Neuromancer,book,https://www.amazon.com/Neuromancer-William-Gibson/dp/0441007465,en,William Gibson,fiction,"The Matrix is a world within the world, a global consensus- hallucination, the representation of every byte of data in cyberspace... Case had been the sharpest data-thief in the business, until vengeful former employees crippled his nervous system. But now a new and very mysterious employer recruits him for a last-chance run. The target: an unthinkably powerful artificial intelligence orbiting Earth in service of the sinister Tessier-Ashpool business clan. With a dead man riding shotgun and Molly, mirror-eyed street-samurai, to watch his back, Case embarks on an adventure that ups the ante on an entire genre of fiction.",,,
261,2003-07-09,,The Mystery of Capital,book,https://www.amazon.com/Mystery-Capital-Capitalism-Triumphs-Everywhere/dp/0465016154,en,Hernando De Soto,"economics, politics, history","A renowned economist's classic book on capitalism in the developing world, showing how property rights are the key to overcoming poverty",,,
262,,,The Beginning of Infinity,book,https://www.amazon.com/Beginning-Infinity-Explanations-Transform-World/dp/0143121359,en,David Deutsch,history,"Throughout history, mankind has struggled to understand life's mysteries, from the mundane to the seemingly miraculous. In this important new book, David Deutsch, an award-winning pioneer in the field of quantum computation, argues that explanations have a fundamental place in the universe. They have unlimited scope and power to cause change, and the quest to improve them is the basic regulating principle not only of science but of all successful human endeavor. This stream of ever improving explanations has infinite reach, according to Deutsch: we are subject only to the laws of physics, and they impose no upper boundary to what we can eventually understand, control, and achieve.",,,
263,,,The Ethics of Money Production,book,https://www.amazon.com/Ethics-Money-Production-Guido-Hulsmann/dp/1610166817,en,Joerg Guido Huelsmann,"economics, politics, history","This pioneering work, in hardback, by Joerg Guido Huelsmann, professor of economics at the University of Angers in France and the author of Mises: The Last Knight of Liberalism, is the first full study of a critically important issue today: the ethics of money production. He is speaking not in the colloquial sense of the phrase ""making money,"" but rather the actual production of money as a commodity in the whole economic life. The choice of the money we use in exchange is not something that needs to be established and fixed by government.",,Money-plant.jpg,1
264,2014-03-04,,Who Owns the Future?,book,https://www.amazon.com/Who-Owns-Future-Jaron-Lanier/dp/1451654979,en,Jaron Lanier,"money, investing, technology","The �brilliant� and �daringly original� (The New York Times) critique of digital networks from the �David Foster Wallace of tech� (London Evening Standard)�asserting that to fix our economy, we must fix our information economy. Jaron Lanier is the father of virtual reality and one of the world�s most brilliant thinkers. Who Owns the Future? is his visionary reckoning with the most urgent economic and social trend of our age: the poisonous concentration of money and power in our digital networks. Lanier has predicted how technology will transform our humanity for decades, and his insight has never been more urgently needed. He shows how Siren Servers, which exploit big data and the free sharing of information, led our economy into recession, imperiled personal privacy, and hollowed out the middle class. The networks that define our world�including social media, financial institutions, and intelligence agencies�now threaten to destroy it. But there is an alternative. In this provocative, poetic, and deeply humane book, Lanier charts a path toward a brighter future: an information economy that rewards ordinary people for what they do and share on the web.",,,
265,2019-12-10,,The Order of Time,book,https://www.amazon.com/Order-Time-Carlo-Rovelli/dp/0735216118,en,Carlo Rovelli,philosophy,"Why do we remember the past and not the future? What does it mean for time to ""flow""? Do we exist in time or does time exist in us? In lyric, accessible prose, Carlo Rovelli invites us to consider questions about the nature of time that continue to puzzle physicists and philosophers alike.",,,
266,2014-10-14,,Exponential Organizations,book,https://www.amazon.com/Exponential-Organizations-organizations-better-cheaper/dp/1626814236,en,Salim Ismail,technology,"In the past five years, the business world has seen the birth of a new breed of company-the Exponential Organization-that has revolutionized how a company can accelerate its growth by using technology. An ExO can eliminate the incremental, linear way traditional companies get bigger, leveraging assets like community, big data, algorithms, and new technology into achieving performance benchmarks ten times better than its peers.",,,
267,2008-11-04,,A Guide to the Good Life,book,https://www.amazon.com/Guide-Good-Life-Ancient-Stoic/dp/0195374614,en,William B. Irvine,"spirituality, religion","One of the great fears many of us face is that despite all our effort and striving, we will discover at the end that we have wasted our life. In A Guide to the Good Life, William B. Irvine plumbs the wisdom of Stoic philosophy, one of the most popular and successful schools of thought in ancient Rome, and shows how its insight and advice are still remarkably applicable to modern lives.",,,
268,2008-05-27,,The Art of Learning,book,https://www.amazon.com/Art-Learning-Journey-Optimal-Performance/dp/0743277465,en,Josh Waitzkin,"spirituality, religion","An eight-time national chess champion and world champion martial artist shares the lessons he has learned from two very different competitive arenas, identifying key principles about learning and performance that readers can apply to their life goals. 50,000 first printing.",,,
269,2017-02-14,,Why Information Grows,book,https://www.amazon.com/Why-Information-Grows-Evolution-Economies/dp/0465096840,en,Cesar Hidalgo,"economics, politics","What is economic growth? And why, historically, has it occurred in only a few places? Previous efforts to answer these questions have focused on institutions, geography, finances, and psychology. But according to MIT's antidisciplinarian C�sar Hidalgo, understanding the nature of economic growth demands transcending the social sciences and including the natural sciences of information, networks, and complexity. To understand the growth of economies, Hidalgo argues, we first need to understand the growth of order.",,,
270,,,The Master Algorithm,book,https://www.amazon.com/Master-Algorithm-Ultimate-Learning-Machine/dp/0465094279,en,Pedro Domingos,technology,"A thought-provoking and wide-ranging exploration of machine learning and the race to build computer intelligences as flexible as our own In the world's top research labs and universities, the race is on to invent the ultimate learning algorithm: one capable of discovering any knowledge from data, and doing anything we want, before we even ask. In The Master Algorithm, Pedro Domingos lifts the veil to give us a peek inside the learning machines that power Google, Amazon, and your smartphone. He assembles a blueprint for the future universal learner--the Master Algorithm--and discusses what it will mean for business, science, and society. If data-ism is today's philosophy, this book is its bible.",,,
271,,,Actionable Gamification,book,https://www.amazon.com/Actionable-Gamification-Beyond-Points-Leaderboards/dp/1511744049,en,Yu-Kai Chou,technology,"The new era of Gamification and Human-Focused Design optimizes for motivation and engagement over traditional Function-Focused Design. Within the industry, studies on game mechanics and behavioral psychology have become proliferate. However, few people understand how to merge the two fields into experience designs that reliably increases business metrics and generates a return on investment. Gamification Pioneer Yu-kai Chou takes reader on a journey to learn his twelve years of obsessive research in creating the Octalysis Framework, and how to apply the framework to create engaging and successful experiences in their product, workplace, marketing, and personal lives.",,,
272,2013-04-02,,"Thinking, Fast and Slow",book,https://www.amazon.com/Thinking-Fast-Slow-Daniel-Kahneman/dp/0374533555,en,Daniel Kahneman,psychology,"System 1 is fast, intuitive, and emotional; System 2 is slower, more deliberative, and more logical. The impact of overconfidence on corporate strategies, the difficulties of predicting what will make us happy in the future, the profound effect of cognitive biases on everything from playing the stock market to planning our next vacation-each of these can be understood only by knowing how the two systems shape our judgments and decisions. Engaging the reader in a lively conversation about how we think, Kahneman reveals where we can and cannot trust our intuitions and how we can tap into the benefits of slow thinking. He offers practical and enlightening insights into how choices are made in both our business and our personal lives-and how we can use different techniques to guard against the mental glitches that often get us into trouble. Topping bestseller lists for almost ten years, Thinking, Fast and Slow is a contemporary classic, an essential book that has changed the lives of millions of readers.",,,
273,2020-07-28,,Bagehot,book,https://www.amazon.com/Bagehot-Life-Times-Greatest-Victorian/dp/0393358283,en,James Grant,"economics, politics, history","During the upheavals of 2007�09, the chairman of the Federal Reserve had the name of a Victorian icon on the tip of his tongue: Walter Bagehot. Banker, man of letters, inventor of the Treasury bill, and author of Lombard Street, the still-canonical guide to stopping a run on the banks, Bagehot prescribed the doctrines that�decades later�inspired the radical responses to the world�s worst financial crises. Born in the small market town of Langport, just after the Panic of 1825 swept across England, Bagehot followed in his father�s footsteps and took a position at the local family bank�but his influence on financial matters would soon spread far beyond the county of Somerset. Persuasive and precocious, he came to hold sway in political circles, making high-profile friends, including William Gladstone�and enemies, such as Lord Overstone and Benjamin Disraeli. As a prolific essayist on wide-ranging topics, Bagehot won the admiration of Matthew Arnold and Woodrow Wilson, and delighted in paradox. He was also a misogynist, and while he opposed slavery, he misjudged Abraham Lincoln and the Civil War. As editor of the Economist, he offered astute commentary on the financial issues of his day, and his name lives on in an eponymous weekly column. He has been called ""the Greatest Victorian."" In James Grant�s colorful and groundbreaking biography, Bagehot appears as both an ornament to his own age and a muse to our own. Drawing on a wealth of historical documents, correspondence, and publications, Grant paints a vivid portrait of the banker and his world.",,,
274,2015-03-03,,Treasury's War,book,https://www.amazon.com/Treasurys-War-Unleashing-Financial-Warfare/dp/161039464X,en,Juan Zarate,"history, economics, politics","For more than a decade, America has been waging a new kind of war against the financial networks of rogue regimes, proliferators, terrorist groups, and criminal syndicates. Juan Zarate, a chief architect of modern financial warfare and a former senior Treasury and White House official, pulls back the curtain on this shadowy world. In this gripping story, he explains in unprecedented detail how a small, dedicated group of officials redefined the Treasury's role and used its unique powers, relationships, and reputation to apply financial pressure against America's enemies. This group unleashed a new brand of financial power -- one that leveraged the private sector and banks directly to isolate rogues from the international financial system. By harnessing the forces of globalization and the centrality of the American market and dollar, Treasury developed a new way of undermining America's foes. Treasury and its tools soon became, and remain, critical in the most vital geopolitical challenges facing the United States, including terrorism, nuclear proliferation, and the regimes in Iran, North Korea, and Syria. This book is the definitive account, by an unparalleled expert, of how financial warfare has taken pride of place in American foreign policy and how America's competitors and enemies are now learning to use this type of power themselves. This is the unique story of the United States' financial war campaigns and the contours and uses of financial power, and of the warfare to come.",,,
275,2017-04-21,,Money: Free and Unfree,book,https://www.amazon.com/Money-Free-Unfree-George-Selgin/dp/1944424296,en,George Selgin,"economics, politics, history","The United States has endured crippling financial crises, together with many other sorts of monetary disorder, throughout its history. Why? The popular answer has long been that U.S. banks have been under-regulated, that increased regulation and centralization over the years have helped, and that still more regulation and centralization is needed. In Money: Free and Unfree, George Selgin turns this conventional wisdom on its head. Through a series of painstakingly researched essays covering U.S. monetary history since before the Civil War, he traces U.S. financial disorders to their source in misguided government regulations. State governments were early culprits-but in taking advantage of the Civil War to dramatically increase its own involvement in the banking and currency system, the federal government set the stage for even worse problems to come. Instead of addressing the root causes of these crises, the Federal Reserve Act reinforced some of them, while dramatically increasing the potential for politically-motivated abuse of monetary policy. Selgin�s revisionist thesis may shock and anger champions of monetary orthodoxy, but they�ll be hard-pressed to refute the solid scholarship upon which that thesis rests.",,,
276,2014-10-28,,Debt,book,https://www.amazon.com/Debt-Updated-Expanded-First-Years/dp/1612194192,en,David Graeber,"history, economics, politics","Before there was money, there was debt Every economics textbook says the same thing: Money was invented to replace onerous and complicated barter systems�to relieve ancient people from having to haul their goods to market. The problem with this version of history? There�s not a shred of evidence to support it. Here anthropologist David Graeber presents a stunning reversal of conventional wisdom. He shows that for more than 5,000 years, since the beginnings of the first agrarian empires, humans have used elaborate credit systems to buy and sell goods�that is, long before the invention of coins or cash. It is in this era, Graeber argues, that we also first encounter a society divided into debtors and creditors. Graeber shows that arguments about debt and debt forgiveness have been at the center of political debates from Italy to China, as well as sparking innumerable insurrections. He also brilliantly demonstrates that the language of the ancient works of law and religion (words like �guilt,� �sin,� and �redemption�) derive in large part from ancient debates about debt, and shape even our most basic ideas of right and wrong. We are still fighting these battles today without knowing it. Debt: The First 5,000 Years is a fascinating chronicle of this little known history�as well as how it has defined human history, and what it means for the credit crisis of the present day and the future of our economy.",,,
277,,,Cryptoassets,book,https://www.amazon.com/Cryptoassets-Legal-Regulatory-Monetary-Perspectives/dp/0190077328,en,Chris Brummer,"technology, money, investing","Cryptoassets represent one of the most high profile financial products in the world, and fastest growing financial products in history. From Bitcoin, Etherium and Ripple's XRP - so called ""utility tokens"" used to access financial services - to initial coin offerings that in 2017 rivalled venture capital in money raised for startups, with an estimated $5.6 billion (USD) raised worldwide across 435 ICOs. All the while, technologists have hailed the underlying blockchain technology for these assets as potentially game changing applications for financial payments and record-keeping. At the same time, cryptoassets have produced considerable controversy. Many have turned out to be lacklustre investments for investors. Others, especially ICOs, have also attracted noticeable fraud, failing firms, and alarming lapses in information-sharing with investors. Consequently, many commentators around the world have pressed that ICO tokens be considered securities, and that concomitant registration and disclosure requirements attach to their sales to the public. This volume assembles an impressive group of scholars, businesspersons and regulators to collectively write on cryptoassets. This volume represents perspectives from across the regulatory ecosystem, and includes technologists, venture capitalists, scholars, and practitioners in securities law and central banking.",,,
278,,,Ages of Discord,book,https://www.amazon.com/Ages-Discord-Peter-Turchin/dp/0996139540,en,Peter Turchin,"history, economics, politics","The real wage of a US worker today is less than it was 40 years ago�but there are four times as many multimillionaires. As inequality grows, the politics become more poisonous. Every year, more and more Americans go on shooting sprees, killing strangers and passers-by�and now, increasingly, representatives of the state. Troubling trends of this kind are endlessly discussed by public intellectuals and social scientists. But mostly, they talk about only a small slice of the overall problem. After all, how on earth can yet another murderous rampage have anything to do with polarization in Congress? And is there really a connection between too many multimillionaires and government gridlock? Historical analysis shows that long spells of equitable prosperity and internal peace are succeeded by protracted periods of inequity, increasing misery, and political instability. These crisis periods��Ages of Discord��have recurred in societies throughout history. Modern Americans may be disconcerted to learn that the US right now has much in common with the Antebellum 1850s and, more surprisingly, with ancien r�gime France on the eve of the French Revolution. Can it really be true that there is nothing new about our troubled time, and that similar ages arise periodically for similar underlying reasons? Ages of Discord marshals Structural-Demograpic Theory and detailed historical data to show that this is, indeed, the case. The book takes the reader on a roller-coaster ride through American history, from the Era of Good Feelings of the 1820s to our first Age of Discord, which culminated in the American Civil War, to post-WW2 prosperity and, finally, to our present, second Age of Discord.",,,
279,,,The Ascent of Money,book,https://www.amazon.com/Ascent-Money-Financial-History-World/dp/0143116177,en,Niall Ferguson,"history, money, investing","Niall Ferguson follows the money to tell the human story behind the evolution of our financial system, from its genesis in ancient Mesopotamia to the latest upheavals on what he calls Planet Finance. What's more, Ferguson reveals financial history as the essential backstory behind all history, arguing that the evolution of credit and debt was as important as any technological innovation in the rise of civilization. As Ferguson traces the crisis from ancient Egypt's Memphis to today's Chongqing, he offers bold and compelling new insights into the rise and fall of not just money but Western power as well.",,,
280,2002-02-01,,Gold Wars,book,https://www.amazon.com/Gold-Wars-Battle-Against-Perspective/dp/0971038007,en,Ferdinand Lips,"history, economics, politics","Gold Wars deals with gold's history, and especially the abandonment of gold-as-money under the modern welfare/warfare state. It shows how governments, fearing the affinity of free people for gold, fight it, thereby helping to destroy countries and the gold-mining industry.",,,
281,2014-01-30,,Consciousness and the Brain,book,https://www.amazon.com/Consciousness-Brain-Deciphering-Codes-Thoughts/dp/0670025437,en,Stanislas Dehaene,"science, nature, psychology","How does our brain generate a conscious thought? And why does so much of our knowledge remain unconscious? Thanks to clever psychological and brain-imaging experiments, scientists are closer to cracking this mystery than ever before. In this lively book, Stanislas Dehaene describes the pioneering work his lab and the labs of other cognitive neuroscientists worldwide have accomplished in defining, testing, and explaining the brain events behind a conscious state. We can now pin down the neurons that fire when a person reports becoming aware of a piece of information and understand the crucial role unconscious computations play in how we make decisions. The emerging theory enables a test of consciousness in animals, babies, and those with severe brain injuries.",,,
282,2018-01-23,,Reality Is Not What It Seems,book,https://www.amazon.com/Reality-Not-What-Seems-Journey/dp/0735213933,en,Carlo Rovelli,"science, nature, history","What are the elementary ingredients of the world? Do time and space exist? And what exactly is reality? In elegant and accessible prose, theoretical physicist Carlo Rovelli leads us on a wondrous journey from Democritus to Einstein, from Michael Faraday to gravitational waves, and from classical physics to his own work in quantum gravity. As he shows us how the idea of reality has evolved over time, Rovelli offers deeper explanations of the theories he introduced so concisely in Seven Brief Lessons on Physics. Rovelli invites us to imagine a marvelous world where space breaks up into tiny grains, time disappears at the smallest scales, and black holes are waiting to explode�a vast universe still largely undiscovered.",,,
283,,,21 Lessons,book,https://www.amazon.com/21-Lessons-Learned-Falling-Bitcoin/dp/1697526349,en,Der Gigi,"money, investing, technology","Falling down the Bitcoin rabbit hole is a strange experience. Like many others, I feel like I have learned more in the last couple of years studying Bitcoin than I have during two decades of formal education. The following lessons are a distillation of what I�ve learned. First published as an article series titled �What I�ve Learned From Bitcoin,� what follows can be seen as a third edition of the original series. Like Bitcoin, these lessons aren�t a static thing. I plan to work on them periodically, releasing updated versions and additional material in the future.Bitcoin is an inexhaustible teacher, which is why I do not claim that these lessons are all-encompassing or complete. They are a reflection of my personal journey down the rabbit hole. There are many more lessons to be learned, and every person will learn something different from entering the world of Bitcoin. I hope that you will find these lessons useful and that the process of learning them by reading won�t be as arduous and painful as learning them firsthand.",,,
284,,,Grokking Bitcoin,book,https://www.amazon.com/Grokking-Bitcoin-Kalle-Rosenbaum/dp/1617294640,en,Kalle Rosenbaum,"money, investing, technology","If you think Bitcoin is just an alternative currency for geeks, it's time to think again. Grokking Bitcoin opens up this powerful distributed ledger system, exploring the technology that enables applications both for Bitcoin-based financial transactions and using the blockchain for registering physical property ownership. With this fully illustrated, easy-to-read guide, you'll finally understand how Bitcoin works, how you can use it, and why you can trust the blockchain.",,master.jpg,1
285,,,The Little Bitcoin Book,book,https://www.amazon.com/Little-Bitcoin-Book-Matters-Finances/dp/1641990503,en,Jimmy Song,"economics, politics, money, investing, technology","The Little Bitcoin Book tells the story of what�s wrong with money today, and why Bitcoin was invented to provide an alternative to the current system. It describes in simple terms what Bitcoin is, how it works, why it�s valuable, and how it affects individual freedom and opportunities of people everywhere - from Nigeria to the Philippines to Venezuela to the United States. This book also includes a Q & A section with some of the most frequently asked questions about Bitcoin. If you want to learn more about this new form of money which continues to gain interest and adoption around the world, then this book is for you.",,,
286,2008-12-23,,The Prize,book,https://www.amazon.com/Prize-Epic-Quest-Money-Power/dp/1439110123,en,Daniel Yergin,"economics, politics, history","Deemed ""the best history of oil ever written"" by Business Week and with more than 300,000 copies in print, Daniel Yergin�s Pulitzer Prize�winning account of the global pursuit of oil, money, and power has been extensively updated to address the current energy crisis.",,,
287,2015-04-28,,Endurance,book,https://www.amazon.com/Endurance-Shackletons-Incredible-Alfred-Lansing/dp/0465062881,en,Alfred Lansing,"biographies, history","In August 1914, polar explorer Ernest Shackleton boarded the Endurance and set sail for Antarctica, where he planned to cross the last uncharted continent on foot. In January 1915, after battling its way through a thousand miles of pack ice and only a day's sail short of its destination, the Endurance became locked in an island of ice. Thus began the legendary ordeal of Shackleton and his crew of twenty-seven men. When their ship was finally crushed between two ice floes, they attempted a near-impossible journey over 850 miles of the South Atlantic's heaviest seas to the closest outpost of civilization. In Endurance, the definitive account of Ernest Shackleton's fateful trip, Alfred Lansing brilliantly narrates the harrowing and miraculous voyage that has defined heroism for the modern age.",,,
288,2021-01-26,,The Body,book,https://www.amazon.com/Body-Guide-Occupants-Bill-Bryson/dp/0804172722,en,Bill Bryson,"health, fitness","Bill Bryson once again proves himself to be an incomparable companion as he guides us through the human body--how it functions, its remarkable ability to heal itself, and (unfortunately) the ways it can fail. Full of extraordinary facts (your body made a million red blood cells since you started reading this) and irresistible Bryson-esque anecdotes, The Body will lead you to a deeper understanding of the miracle that is life in general and you in particular. As Bill Bryson writes, ""We pass our existence within this wobble of flesh and yet take it almost entirely for granted."" The Body will cure that indifference with generous doses of wondrous, compulsively readable facts and information.",,,
289,1998-01-01,,The Iliad,book,https://www.amazon.com/Iliad-Homer/dp/0140275363,en,Homer,history,"Dating to the ninth century B.C., Homer�s timeless poem still vividly conveys the horror and heroism of men and gods wrestling with towering emotions and battling amidst devastation and destruction, as it moves inexorably to the wrenching, tragic conclusion of the Trojan War. Renowned classicist Bernard Knox observes in his superb introduction that although the violence of the Iliad is grim and relentless, it coexists with both images of civilized life and a poignant yearning for peace.",,,
290,1999-11-29,,The Odyssey,book,https://www.amazon.com/Odyssey-Homer/dp/0140268863,en,Homer,history,"If the Iliad is the world's greatest war epic, the Odyssey is literature's grandest evocation of an everyman's journey through life. Odysseus' reliance on his wit and wiliness for survival in his encounters with divine and natural forces during his ten-year voyage home to Ithaca after the Trojan War is at once a timeless human story and an individual test of moral endurance.",,,
291,,,When Money Dies,book,https://www.amazon.com/When-Money-Dies-Devaluation-Hyperinflation/dp/1586489941,en,Adam Fergusson,"history, economics, politics","In 1923, with its currency effectively worthless (the exchange rate in December of that year was one dollar to 4,200,000,000,000 marks), the German republic was all but reduced to a barter economy. Expensive cigars, artworks, and jewels were routinely exchanged for staples such as bread; a cinema ticket could be bought for a lump of coal; and a bottle of paraffin for a silk shirt. People watched helplessly as their life savings disappeared and their loved ones starved. Germany's finances descended into chaos, with severe social unrest in its wake. Money may no longer be physically printed and distributed in the voluminous quantities of 1923. However, ""quantitative easing,"" that modern euphemism for surreptitious deficit financing in an electronic era, can no less become an assault on monetary discipline. Whatever the reason for a country's deficit -- necessity or profligacy, unwillingness to tax or blindness to expenditure -- it is beguiling to suppose that if the day of reckoning is postponed economic recovery will come in time to prevent higher unemployment or deeper recession. What if it does not? Germany in 1923 provides a vivid, compelling, sobering moral tale.",,,
292,2003-01-01,,The Road to Serfdom,book,https://www.amazon.com/Road-Serfdom-Documents-Definitive-Collected/dp/0226320553,en,Friedrich Hayek,"economics, politics, history","An unimpeachable classic work in political philosophy, intellectual and cultural history, and economics, The Road to Serfdom has inspired and infuriated politicians, scholars, and general readers for half a century. Originally published in 1944�when Eleanor Roosevelt supported the efforts of Stalin, and Albert Einstein subscribed lock, stock, and barrel to the socialist program�The Road to Serfdom was seen as heretical for its passionate warning against the dangers of state control over the means of production. For F. A. Hayek, the collectivist idea of empowering government with increasing economic control would lead not to a utopia but to the horrors of Nazi Germany and Fascist Italy.",,,
293,2012-05-08,,Socialism,book,https://www.amazon.com/Socialism-Economic-Sociological-Analysis-Enlarged/dp/1614272999,en,Ludwig von Mises,"economics, politics","This masterwork is much more than a refutation of the economics of socialism (although on that front, nothing else compares). It is also a critique of the entire intellectual apparatus that accompanies the socialist idea, including the implicit religious doctrines behind Western socialist thinking, a cultural critique of socialist teaching on sex and marriage, a refutation of syndicalism and corporatism, an examination of the implications of radical human inequality, an attack on war socialism, and refutation of collectivist methodology. In short, Mises set out to refute socialism, and instead pulled up the socialist mentality from its very roots. For that reason, Socialism led dozens of famous intellectuals, including a young F.A. Hayek, into a crisis of faith and a realist/libertarian political orientation. All the collectivist literature combined cannot equal the intellectual achievement of this one volume.",,,
